experiment,id,date,data,extra,feedback
spinner_skill,150,3/17/14,"1,prediction_correct_80,100,prediction_correct_20,3,16.095,0,prediction_wrong_20,72,prediction_wrong_80,85,20.388,3,prediction_correct_40,43,prediction_correct_60,60,14.011,2,prediction_wrong_40,63,prediction_wrong_60,36,9.521,5,prediction_correct_40,24,prediction_correct_20,8,30.275,4,prediction_wrong_20,88,prediction_wrong_40,36,13.951,6,prediction_wrong_60,35,prediction_wrong_80,9,19.216,7,prediction_correct_80,75,prediction_correct_60,62,13.038,prediction_wrong_20,bad player,100,skilled player,0,average player,0,prediction_correct_60,bad player,5,skilled player,85,average player,10,prediction_wrong_80,bad player,0,skilled player,90,average player,10,prediction_wrong_60,bad player,5,skilled player,85,average player,10,prediction_correct_20,bad player,80,skilled player,0,average player,20,prediction_correct_80,bad player,0,skilled player,90,average player,10,prediction_correct_40,bad player,75,skilled player,0,average player,25,prediction_wrong_40,bad player,60,skilled player,0,average player,40","1,2,23,9.220816666666666,1,1,1,1,1,1,2,2,1,1","If they obviously voted against the math that can only make them a bad player. If they guessed for a high likelyhood number(like 80%) and lost, that's just chance, but they still made the correct descicion. "
spinner_skill,151,3/17/14,"1,prediction_correct_80,28,prediction_correct_20,80,45.765,0,prediction_wrong_20,84,prediction_wrong_80,22,56.188,3,prediction_correct_40,69,prediction_correct_60,44,50.873,2,prediction_wrong_40,73,prediction_wrong_60,26,77.897,6,prediction_wrong_60,33,prediction_wrong_80,15,58.805,4,prediction_wrong_20,3,prediction_wrong_40,21,88.865,7,prediction_correct_80,17,prediction_correct_60,30,144.705,5,prediction_correct_40,45,prediction_correct_20,10,96.031,prediction_wrong_20,average player,20,bad player,70,skilled player,10,prediction_correct_20,average player,20,bad player,10,skilled player,70,prediction_correct_80,average player,60,bad player,10,skilled player,30,prediction_correct_40,average player,40,bad player,10,skilled player,50,prediction_wrong_40,average player,50,bad player,30,skilled player,20,prediction_correct_60,average player,50,bad player,20,skilled player,30,prediction_wrong_60,average player,50,bad player,20,skilled player,30,prediction_wrong_80,average player,40,bad player,20,skilled player,40","0,1,45,21.9025,1,1,2,1,1,2,1,1,1,1","This ran pretty slowly. It took a long time for the next page to load."
spinner_skill,152,3/17/14,"1,prediction_correct_80,35,prediction_correct_20,71,19.485,0,prediction_wrong_20,84,prediction_wrong_80,20,25.514,3,prediction_correct_40,49,prediction_correct_60,62,14.262,2,prediction_wrong_40,71,prediction_wrong_60,28,13.154,7,prediction_correct_80,26,prediction_correct_60,33,13.194,5,prediction_correct_40,46,prediction_correct_20,48,13.026,4,prediction_wrong_20,86,prediction_wrong_40,63,13.08,6,prediction_wrong_60,5,prediction_wrong_80,6,11.911,prediction_wrong_80,skilled player,60,average player,35,bad player,5,prediction_correct_80,skilled player,80,average player,20,bad player,0,prediction_correct_40,skilled player,15,average player,80,bad player,5,prediction_wrong_40,skilled player,10,average player,30,bad player,60,prediction_wrong_60,skilled player,10,average player,70,bad player,20,prediction_correct_60,skilled player,35,average player,55,bad player,10,prediction_wrong_20,skilled player,5,average player,20,bad player,75,prediction_correct_20,skilled player,85,average player,2,bad player,13","5,1,37,9.654283333333334,1,2,1,2,1,1,2,2,1,1","I mostly looked at what the likelihood was that the wheel would land on a certain color, and compared it with the success of the player's guess. If there was a very small chance it would land on yellow, for example, and the person got it right, I suspected they were either very skilled, or really bad and just lucky. If there was a large percentage of chance that the color would land on, again, yellow, for example, and the person got it wrong, I figured they were a bad player."
spinner_skill,153,3/17/14,"0,prediction_wrong_20,86,prediction_wrong_80,11,59.545,1,prediction_correct_80,76,prediction_correct_20,96,23.165,2,prediction_wrong_40,13,prediction_wrong_60,6,26.8,3,prediction_correct_40,95,prediction_correct_60,76,18.743,4,prediction_wrong_20,100,prediction_wrong_40,77,20.774,6,prediction_wrong_60,74,prediction_wrong_80,94,16.195,7,prediction_correct_80,90,prediction_correct_60,100,15.861,5,prediction_correct_40,84,prediction_correct_20,92,15.348,prediction_correct_40,skilled player,80,bad player,10,average player,10,prediction_correct_20,skilled player,80,bad player,20,average player,0,prediction_correct_80,skilled player,80,bad player,20,average player,0,prediction_wrong_80,skilled player,20,bad player,80,average player,0,prediction_wrong_60,skilled player,0,bad player,50,average player,50,prediction_correct_60,skilled player,20,bad player,0,average player,80,prediction_wrong_40,skilled player,10,bad player,60,average player,30,prediction_wrong_20,skilled player,0,bad player,100,average player,0","3,2,66,23.291533333333334,1,2,1,2,1,1,2,2,1,1","If they did not play the probatilites and lost they got blame but if they won they got credit. "
spinner_skill,154,3/17/14,"0,prediction_wrong_20,26,prediction_wrong_80,79,14.342,1,prediction_correct_80,82,prediction_correct_20,7,44.395,3,prediction_correct_40,43,prediction_correct_60,62,16.521,2,prediction_wrong_40,63,prediction_wrong_60,31,14.685,6,prediction_wrong_60,36,prediction_wrong_80,6,24.083,5,prediction_correct_40,61,prediction_correct_20,84,22.348,4,prediction_wrong_20,57,prediction_wrong_40,41,17.428,7,prediction_correct_80,34,prediction_correct_60,49,11.213,prediction_wrong_60,skilled player,50,average player,50,bad player,0,prediction_wrong_40,skilled player,40,average player,40,bad player,20,prediction_wrong_80,skilled player,60,average player,40,bad player,0,prediction_correct_20,skilled player,50,average player,50,bad player,0,prediction_correct_60,skilled player,60,average player,40,bad player,0,prediction_correct_40,skilled player,40,average player,40,bad player,20,prediction_wrong_20,skilled player,30,average player,40,bad player,30,prediction_correct_80,skilled player,60,average player,40,bad player,0","6,2,33,19.53275,1,2,1,2,1,1,2,2,1,1","If the choice they made, made sense or not."
spinner_skill,155,3/17/14,"1,prediction_correct_80,29,prediction_correct_20,92,18.984,0,prediction_wrong_20,12,prediction_wrong_80,81,26.603,2,prediction_wrong_40,54,prediction_wrong_60,12,33.836,3,prediction_correct_40,70,prediction_correct_60,15,20.424,7,prediction_correct_80,9,prediction_correct_60,26,12.427,5,prediction_correct_40,68,prediction_correct_20,82,17.748,6,prediction_wrong_60,19,prediction_wrong_80,6,53.714,4,prediction_wrong_20,90,prediction_wrong_40,20,19.04,prediction_wrong_80,average player,0,skilled player,20,bad player,80,prediction_wrong_60,average player,0,skilled player,10,bad player,90,prediction_wrong_20,average player,80,skilled player,20,bad player,0,prediction_correct_60,average player,80,skilled player,20,bad player,0,prediction_correct_80,average player,70,skilled player,30,bad player,0,prediction_correct_20,average player,0,skilled player,100,bad player,0,prediction_correct_40,average player,10,skilled player,90,bad player,0,prediction_wrong_40,average player,30,skilled player,30,bad player,40","1,2,29,12.173766666666667,1,2,1,2,1,1,2,2,1,1","Well if it had a low probabiliy of missing and it did that would get lower blame. But if it had a high probablity of missing and it did that would get higher blame. "
spinner_skill,156,10/2/14,"0,prediction_wrong_20,96,prediction_wrong_80,0,20.75,1,prediction_correct_80,100,prediction_correct_20,0,10.845,3,prediction_correct_40,14,prediction_correct_60,86,13.855,2,prediction_wrong_40,89,prediction_wrong_60,7,23.047,6,prediction_wrong_60,0,prediction_wrong_80,0,7.851,5,prediction_correct_40,0,prediction_correct_20,0,23.378,4,prediction_wrong_20,100,prediction_wrong_40,100,10.516,7,prediction_correct_80,100,prediction_correct_60,100,7.001,prediction_correct_20,bad player,75,average player,25,skilled player,0,prediction_wrong_80,bad player,5,average player,20,skilled player,75,prediction_wrong_40,bad player,80,average player,20,skilled player,0,prediction_correct_80,bad player,10,average player,50,skilled player,40,prediction_wrong_20,bad player,80,average player,20,skilled player,0,prediction_correct_40,bad player,25,average player,75,skilled player,0,prediction_wrong_60,bad player,5,average player,75,skilled player,20,prediction_correct_60,bad player,5,average player,50,skilled player,45","0,2,23,6.371533333333334,1,2,1,2,1,1,2,2,1,1",""
spinner_skill,157,10/2/14,"0,prediction_wrong_20,0,prediction_wrong_80,0,17.332,1,prediction_correct_80,100,prediction_correct_20,0,7.777,3,prediction_correct_40,24,prediction_correct_60,80,6.09,2,prediction_wrong_40,15,prediction_wrong_60,92,6.723,6,prediction_wrong_60,18,prediction_wrong_80,0,14.965,7,prediction_correct_80,100,prediction_correct_60,89,7.68,4,prediction_wrong_20,0,prediction_wrong_40,6,5.644,5,prediction_correct_40,15,prediction_correct_20,0,5.851,prediction_wrong_20,skilled player,0,bad player,80,average player,20,prediction_correct_80,skilled player,50,bad player,0,average player,50,prediction_correct_40,skilled player,50,bad player,50,average player,0,prediction_wrong_60,skilled player,50,bad player,0,average player,50,prediction_correct_60,skilled player,50,bad player,0,average player,50,prediction_correct_20,skilled player,80,bad player,20,average player,0,prediction_wrong_80,skilled player,10,bad player,0,average player,90,prediction_wrong_40,skilled player,10,bad player,90,average player,0","1,1,20,5.712466666666667,1,2,1,2,1,1,2,2,1,1","The more skilled players might be able to predict an unlikely outcome, but sometimes would still be wrong.  The bad players would choose the less probable outcome without thought, and the average players would usually go for the higher chance of being right."
spinner_skill,158,10/2/14,"0,prediction_wrong_20,88,prediction_wrong_80,7,24.89,1,prediction_correct_80,64,prediction_correct_20,73,25.659,2,prediction_wrong_40,56,prediction_wrong_60,30,14.704,3,prediction_correct_40,65,prediction_correct_60,35,14.832,4,prediction_wrong_20,72,prediction_wrong_40,50,15.034,5,prediction_correct_40,63,prediction_correct_20,38,15.983,6,prediction_wrong_60,32,prediction_wrong_80,11,14.148,7,prediction_correct_80,56,prediction_correct_60,42,9.395,prediction_correct_80,average player,65,skilled player,30,bad player,5,prediction_correct_20,average player,10,skilled player,60,bad player,30,prediction_wrong_80,average player,75,skilled player,15,bad player,10,prediction_correct_40,average player,35,skilled player,60,bad player,5,prediction_wrong_40,average player,50,skilled player,30,bad player,20,prediction_wrong_60,average player,80,skilled player,15,bad player,5,prediction_correct_60,average player,75,skilled player,15,bad player,10,prediction_wrong_20,average player,15,skilled player,5,bad player,80","3,2,23,10.17215,1,2,1,2,1,1,2,2,1,1",It was determined by how the outcome was and what percentage they choose.
spinner_skill,159,10/2/14,"0,prediction_wrong_20,94,prediction_wrong_80,7,16.276,1,prediction_correct_80,93,prediction_correct_20,12,15.547,2,prediction_wrong_40,40,prediction_wrong_60,12,20.371,3,prediction_correct_40,32,prediction_correct_60,77,16.674,6,prediction_wrong_60,25,prediction_wrong_80,6,11.213,4,prediction_wrong_20,5,prediction_wrong_40,0,58.06,7,prediction_correct_80,87,prediction_correct_60,73,26.109,5,prediction_correct_40,0,prediction_correct_20,29,31.572,prediction_correct_40,skilled player,70,bad player,0,average player,30,prediction_wrong_80,skilled player,50,bad player,0,average player,50,prediction_wrong_40,skilled player,40,bad player,0,average player,60,prediction_correct_20,skilled player,80,bad player,0,average player,20,prediction_correct_80,skilled player,20,bad player,0,average player,80,prediction_wrong_20,skilled player,0,bad player,70,average player,30,prediction_correct_60,skilled player,30,bad player,0,average player,70,prediction_wrong_60,skilled player,40,bad player,0,average player,60","0,1,35,11.49905,1,2,1,2,1,1,2,1,1,1","very. I judged the blame/credit based on how the played chose the winning side. If he chose the majority and won, then he was given credit."
spinner_skill,160,10/2/14,"0,prediction_wrong_20,0,prediction_wrong_80,75,22.495,1,prediction_correct_80,51,prediction_correct_20,100,27.981,2,prediction_wrong_40,79,prediction_wrong_60,17,21.877,3,prediction_correct_40,89,prediction_correct_60,70,21.929,5,prediction_correct_40,70,prediction_correct_20,100,11.382,6,prediction_wrong_60,74,prediction_wrong_80,100,12.543,4,prediction_wrong_20,0,prediction_wrong_40,40,13.264,7,prediction_correct_80,85,prediction_correct_60,72,11.493,prediction_correct_40,average player,20,bad player,10,skilled player,70,prediction_correct_80,average player,80,bad player,10,skilled player,10,prediction_correct_60,average player,80,bad player,10,skilled player,10,prediction_wrong_40,average player,80,bad player,10,skilled player,10,prediction_correct_20,average player,10,bad player,10,skilled player,80,prediction_wrong_80,average player,10,bad player,40,skilled player,50,prediction_wrong_20,average player,80,bad player,10,skilled player,10,prediction_wrong_60,average player,10,bad player,60,skilled player,30","3,2,45,11.413233333333332,1,2,1,2,1,1,2,2,1,1","I can't say I was consistent because I ended up assigning blame on an individual case. I didn't always use the same standard. I just went with my gut. Average players would generally always to well while skilled players would take more chances and bad players would just play poorly and randomly."
spinner_skill,161,10/2/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,24.986,1,prediction_correct_80,20,prediction_correct_20,0,25.362,3,prediction_correct_40,13,prediction_correct_60,24,25.003,2,prediction_wrong_40,0,prediction_wrong_60,6,19.096,6,prediction_wrong_60,8,prediction_wrong_80,97,9.391,7,prediction_correct_80,0,prediction_correct_60,0,11.83,4,prediction_wrong_20,0,prediction_wrong_40,24,20.986,5,prediction_correct_40,0,prediction_correct_20,0,23.064,prediction_wrong_60,average player,85,skilled player,10,bad player,5,prediction_correct_60,average player,85,skilled player,10,bad player,5,prediction_correct_40,average player,75,skilled player,20,bad player,5,prediction_wrong_40,average player,85,skilled player,10,bad player,5,prediction_correct_80,average player,85,skilled player,10,bad player,5,prediction_wrong_20,average player,10,skilled player,10,bad player,80,prediction_correct_20,average player,70,skilled player,20,bad player,10,prediction_wrong_80,average player,85,skilled player,10,bad player,5","0,2,31,12.283916666666666,1,2,1,2,1,1,2,2,1,1","In general, I assume people are average players. I don't think it's possible to \accurately\"" predict the outcome. Instead"
spinner_skill,162,10/2/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,35.288,1,prediction_correct_80,98,prediction_correct_20,0,19.871,3,prediction_correct_40,29,prediction_correct_60,88,29.75,2,prediction_wrong_40,18,prediction_wrong_60,78,43.23,6,prediction_wrong_60,65,prediction_wrong_80,100,16.82,7,prediction_correct_80,96,prediction_correct_60,93,32.84,5,prediction_correct_40,62,prediction_correct_20,7,17.312,4,prediction_wrong_20,100,prediction_wrong_40,64,22.417,prediction_correct_40,skilled player,50,average player,10,bad player,40,prediction_wrong_40,skilled player,10,average player,30,bad player,60,prediction_wrong_20,skilled player,20,average player,0,bad player,80,prediction_correct_20,skilled player,80,average player,0,bad player,20,prediction_wrong_60,skilled player,20,average player,20,bad player,60,prediction_correct_60,skilled player,30,average player,70,bad player,0,prediction_correct_80,skilled player,30,average player,60,bad player,10,prediction_wrong_80,skilled player,20,average player,0,bad player,80","3,1,55,12.801216666666667,1,2,1,2,1,1,2,2,1,1","If they were really out of the mainstream I assumed they were simply bad."
spinner_skill,163,10/2/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,34.874,1,prediction_correct_80,100,prediction_correct_20,0,16.458,3,prediction_correct_40,0,prediction_correct_60,100,63.196,2,prediction_wrong_40,0,prediction_wrong_60,100,13.012,6,prediction_wrong_60,0,prediction_wrong_80,0,22.808,4,prediction_wrong_20,100,prediction_wrong_40,100,17.067,5,prediction_correct_40,0,prediction_correct_20,0,15.299,7,prediction_correct_80,100,prediction_correct_60,100,21.694,prediction_correct_20,bad player,50,average player,0,skilled player,50,prediction_wrong_80,bad player,100,average player,0,skilled player,0,prediction_correct_80,bad player,20,average player,40,skilled player,40,prediction_wrong_20,bad player,40,average player,60,skilled player,0,prediction_correct_40,bad player,40,average player,0,skilled player,60,prediction_wrong_60,bad player,100,average player,0,skilled player,0,prediction_wrong_40,bad player,40,average player,60,skilled player,0,prediction_correct_60,bad player,20,average player,40,skilled player,40","0,2,59,24.631983333333334,1,2,1,2,1,1,2,2,1,1","If the lower probability was chosen correctly I assumed it was always skilled or bad but that skilled would always be right and bad only sometimes. If high probability was chosen correctly I assumed it could be any of the three but average and skilled would always get it right, bad only sometimes. If higher probability was chosen correctly average and skilled always got it right but bad only got it right sometimes."
spinner_skill,164,10/2/14,"0,prediction_wrong_20,21,prediction_wrong_80,45,22.443,1,prediction_correct_80,97,prediction_correct_20,95,17.707,3,prediction_correct_40,100,prediction_correct_60,100,12.116,2,prediction_wrong_40,13,prediction_wrong_60,13,12.609,5,prediction_correct_40,83,prediction_correct_20,77,7.106,7,prediction_correct_80,77,prediction_correct_60,73,6.687,4,prediction_wrong_20,38,prediction_wrong_40,10,7.008,6,prediction_wrong_60,32,prediction_wrong_80,20,6.789,prediction_correct_80,bad player,10,average player,10,skilled player,80,prediction_wrong_20,bad player,80,average player,10,skilled player,10,prediction_wrong_40,bad player,80,average player,10,skilled player,10,prediction_correct_60,bad player,60,average player,20,skilled player,20,prediction_correct_20,bad player,10,average player,10,skilled player,80,prediction_wrong_80,bad player,80,average player,10,skilled player,10,prediction_correct_40,bad player,10,average player,30,skilled player,60,prediction_wrong_60,bad player,40,average player,20,skilled player,40","1,1,29,14.5962,1,2,1,2,1,1,2,1,2,1","based on the accuracy and timing"
spinner_skill,165,10/2/14,"0,prediction_wrong_20,100,prediction_wrong_80,0,18.393,1,prediction_correct_80,50,prediction_correct_20,100,11.516,2,prediction_wrong_40,27,prediction_wrong_60,26,14.224,3,prediction_correct_40,100,prediction_correct_60,100,8.616,4,prediction_wrong_20,0,prediction_wrong_40,29,7.814,6,prediction_wrong_60,20,prediction_wrong_80,0,10.683,5,prediction_correct_40,100,prediction_correct_20,100,8.009,7,prediction_correct_80,24,prediction_correct_60,50,10.048,prediction_correct_40,bad player,10,skilled player,60,average player,30,prediction_wrong_60,bad player,60,skilled player,10,average player,30,prediction_correct_80,bad player,10,skilled player,20,average player,70,prediction_wrong_20,bad player,70,skilled player,15,average player,15,prediction_correct_60,bad player,20,skilled player,25,average player,55,prediction_wrong_40,bad player,20,skilled player,25,average player,55,prediction_correct_20,bad player,10,skilled player,60,average player,30,prediction_wrong_80,bad player,20,skilled player,10,average player,70","4,2,37,7.21635,1,2,1,2,1,1,2,2,1,2","Those who went with the likely result but got it wrong, I gave them blame. If they were right against the odds, I gave them more credit."
gardener_skill,166,3/26/14,"5,negative_suboptimal_pivotal,100,negative_optimal_pivotal,0,negative_optimal_nonpivotal,0,negative_suboptimal_nonpivotal,100,positive_optimal_pivotal,42,positive_optimal_nonpivotal,48,positive_suboptimal_pivotal,100,positive_suboptimal_nonpivotal,100,negative_optimal_pivotal,average gardener,30,skilled gardener,40,bad gardener,30,positive_suboptimal_nonpivotal,average gardener,0,skilled gardener,100,bad gardener,0,negative_suboptimal_nonpivotal,average gardener,0,skilled gardener,100,bad gardener,0,positive_optimal_pivotal,average gardener,30,skilled gardener,40,bad gardener,30,negative_optimal_nonpivotal,average gardener,30,skilled gardener,40,bad gardener,30,positive_suboptimal_pivotal,average gardener,0,skilled gardener,100,bad gardener,0,negative_suboptimal_pivotal,average gardener,0,skilled gardener,0,bad gardener,100,positive_optimal_nonpivotal,average gardener,30,skilled gardener,30,bad gardener,40","5,0,2,26,4.33585",I assigned this based on percentages and judgements
gardener_skill,167,3/26/14,"5,negative_suboptimal_nonpivotal,7,negative_suboptimal_pivotal,25,negative_optimal_nonpivotal,8,negative_optimal_pivotal,7,positive_optimal_nonpivotal,25,positive_suboptimal_pivotal,74,positive_optimal_pivotal,9,positive_suboptimal_nonpivotal,67,positive_optimal_nonpivotal,average gardener,60,bad gardener,20,skilled gardener,20,negative_suboptimal_pivotal,average gardener,40,bad gardener,40,skilled gardener,20,negative_optimal_nonpivotal,average gardener,30,bad gardener,30,skilled gardener,40,positive_optimal_pivotal,average gardener,50,bad gardener,20,skilled gardener,30,positive_suboptimal_pivotal,average gardener,25,bad gardener,25,skilled gardener,50,positive_suboptimal_nonpivotal,average gardener,40,bad gardener,30,skilled gardener,30,negative_suboptimal_nonpivotal,average gardener,40,bad gardener,30,skilled gardener,30,negative_optimal_pivotal,average gardener,40,bad gardener,40,skilled gardener,20","5,0,1,46,5.428716666666666","Whether or not they took the risk to choose the 30% fertilizer made me think they might know more about their own plants and soil and what would work.  Also, if neither fertilizer worked nor either flower grew, I didn't assign much blame."
gardener_skill,168,3/26/14,"5,positive_suboptimal_nonpivotal,21,positive_suboptimal_pivotal,84,positive_optimal_pivotal,47,positive_optimal_nonpivotal,8,negative_suboptimal_nonpivotal,34,negative_optimal_nonpivotal,24,negative_optimal_pivotal,42,negative_suboptimal_pivotal,80,positive_suboptimal_nonpivotal,average gardener,10,skilled gardener,90,bad gardener,0,negative_optimal_pivotal,average gardener,10,skilled gardener,0,bad gardener,90,positive_optimal_pivotal,average gardener,70,skilled gardener,20,bad gardener,10,negative_suboptimal_nonpivotal,average gardener,30,skilled gardener,10,bad gardener,60,positive_suboptimal_pivotal,average gardener,10,skilled gardener,90,bad gardener,0,positive_optimal_nonpivotal,average gardener,60,skilled gardener,35,bad gardener,5,negative_optimal_nonpivotal,average gardener,70,skilled gardener,10,bad gardener,20,negative_suboptimal_pivotal,average gardener,15,skilled gardener,5,bad gardener,80","5,0,2,32,7.718983333333333","If they went with a lower fertilizer and the flower grew, I gave more credit to them.  Less credit if the high fertilizer worked, but the bad didn't...or if either worked.  I gave more blame if they chose the low fertilizer and the flower didn't grow, especially if it grew with the higher fertilizer.  "
gardener_skill,169,3/26/14,"5,negative_optimal_nonpivotal,23,negative_suboptimal_nonpivotal,78,negative_suboptimal_pivotal,91,negative_optimal_pivotal,25,positive_optimal_pivotal,89,positive_optimal_nonpivotal,77,positive_suboptimal_pivotal,35,positive_suboptimal_nonpivotal,14,positive_suboptimal_nonpivotal,bad gardener,10,average gardener,40,skilled gardener,50,positive_suboptimal_pivotal,bad gardener,0,average gardener,20,skilled gardener,80,negative_suboptimal_pivotal,bad gardener,80,average gardener,20,skilled gardener,0,negative_optimal_pivotal,bad gardener,40,average gardener,60,skilled gardener,0,negative_optimal_nonpivotal,bad gardener,30,average gardener,70,skilled gardener,0,negative_suboptimal_nonpivotal,bad gardener,70,average gardener,30,skilled gardener,0,positive_optimal_pivotal,bad gardener,0,average gardener,70,skilled gardener,30,positive_optimal_nonpivotal,bad gardener,0,average gardener,70,skilled gardener,30","5,0,2,28,6.844333333333333","If people went with the greater % but didn't work out, it wasn't their fault; they tried. If they went with the least % and it didn't work, then they were at fault. "
gardener_skill,170,3/26/14,"5,negative_optimal_nonpivotal,12,negative_suboptimal_pivotal,75,negative_optimal_pivotal,35,negative_suboptimal_nonpivotal,47,positive_suboptimal_pivotal,83,positive_optimal_nonpivotal,54,positive_suboptimal_nonpivotal,53,positive_optimal_pivotal,79,positive_suboptimal_pivotal,skilled gardener,80,bad gardener,20,average gardener,0,positive_suboptimal_nonpivotal,skilled gardener,50,bad gardener,50,average gardener,0,negative_optimal_nonpivotal,skilled gardener,20,bad gardener,20,average gardener,60,negative_optimal_pivotal,skilled gardener,10,bad gardener,20,average gardener,70,negative_suboptimal_pivotal,skilled gardener,20,bad gardener,80,average gardener,0,positive_optimal_nonpivotal,skilled gardener,20,bad gardener,20,average gardener,60,positive_optimal_pivotal,skilled gardener,20,bad gardener,20,average gardener,60,negative_suboptimal_nonpivotal,skilled gardener,20,bad gardener,80,average gardener,0","5,0,2,34,5.879416666666667","Blame:  If they chose the lower percentage and they failed, they were to blame.  Credit:  If they chose the lower percentage and got it right, they deserve credit.If they chose the higher percentage, I rated them somewhere in between."
gardener_skill,171,3/26/14,"5,negative_suboptimal_nonpivotal,63,negative_optimal_pivotal,0,negative_optimal_nonpivotal,0,negative_suboptimal_pivotal,68,positive_optimal_pivotal,26,positive_suboptimal_pivotal,83,positive_optimal_nonpivotal,0,positive_suboptimal_nonpivotal,0,negative_suboptimal_pivotal,average gardener,10,bad gardener,80,skilled gardener,10,positive_optimal_nonpivotal,average gardener,45,bad gardener,10,skilled gardener,45,positive_suboptimal_pivotal,average gardener,0,bad gardener,20,skilled gardener,80,positive_optimal_pivotal,average gardener,50,bad gardener,10,skilled gardener,40,negative_optimal_nonpivotal,average gardener,60,bad gardener,10,skilled gardener,30,negative_optimal_pivotal,average gardener,60,bad gardener,10,skilled gardener,30,negative_suboptimal_nonpivotal,average gardener,10,bad gardener,85,skilled gardener,5,positive_suboptimal_nonpivotal,average gardener,10,bad gardener,40,skilled gardener,50","5,2,2,28,8.916933333333333",Whether or not the gardener picked the one with the higher past percentage. What the other choice produced.
gardener_skill,172,3/26/14,"5,negative_optimal_pivotal,50,negative_suboptimal_pivotal,22,negative_optimal_nonpivotal,83,negative_suboptimal_nonpivotal,66,positive_suboptimal_nonpivotal,61,positive_optimal_nonpivotal,70,positive_optimal_pivotal,21,positive_suboptimal_pivotal,90,positive_suboptimal_nonpivotal,average gardener,25,skilled gardener,50,bad gardener,25,negative_suboptimal_nonpivotal,average gardener,10,skilled gardener,10,bad gardener,80,positive_optimal_nonpivotal,average gardener,10,skilled gardener,80,bad gardener,10,negative_optimal_pivotal,average gardener,25,skilled gardener,25,bad gardener,50,negative_suboptimal_pivotal,average gardener,30,skilled gardener,30,bad gardener,40,positive_optimal_pivotal,average gardener,20,skilled gardener,40,bad gardener,40,negative_optimal_nonpivotal,average gardener,15,skilled gardener,10,bad gardener,75,positive_suboptimal_pivotal,average gardener,40,skilled gardener,30,bad gardener,30","5,0,1,36,9.037933333333333",I looked at what would have happened and used that to judge.  
gardener_skill,173,3/26/14,"5,positive_suboptimal_nonpivotal,24,positive_optimal_pivotal,47,positive_suboptimal_pivotal,77,positive_optimal_nonpivotal,7,negative_optimal_pivotal,23,negative_suboptimal_nonpivotal,10,negative_optimal_nonpivotal,7,negative_suboptimal_pivotal,55,positive_suboptimal_pivotal,skilled gardener,65,average gardener,10,bad gardener,25,positive_optimal_nonpivotal,skilled gardener,30,average gardener,40,bad gardener,30,negative_suboptimal_pivotal,skilled gardener,15,average gardener,45,bad gardener,40,positive_suboptimal_nonpivotal,skilled gardener,10,average gardener,30,bad gardener,60,negative_optimal_nonpivotal,skilled gardener,25,average gardener,40,bad gardener,35,negative_optimal_pivotal,skilled gardener,30,average gardener,40,bad gardener,30,negative_suboptimal_nonpivotal,skilled gardener,35,average gardener,25,bad gardener,40,positive_optimal_pivotal,skilled gardener,45,average gardener,35,bad gardener,20","5,0,2,29,9.805983333333334",I thought that the good odds decisions were the work of experienced people and the bad odds decisions were the work of people who were not experienced.
gardener_skill,174,3/26/14,"5,positive_optimal_pivotal,59,positive_optimal_nonpivotal,8,positive_suboptimal_pivotal,89,positive_suboptimal_nonpivotal,13,negative_optimal_nonpivotal,0,negative_suboptimal_pivotal,99,negative_optimal_pivotal,36,negative_suboptimal_nonpivotal,4,negative_suboptimal_nonpivotal,skilled gardener,20,average gardener,30,bad gardener,50,negative_suboptimal_pivotal,skilled gardener,0,average gardener,0,bad gardener,100,positive_suboptimal_nonpivotal,skilled gardener,30,average gardener,40,bad gardener,30,negative_optimal_nonpivotal,skilled gardener,40,average gardener,40,bad gardener,20,positive_optimal_pivotal,skilled gardener,50,average gardener,50,bad gardener,0,positive_suboptimal_pivotal,skilled gardener,70,average gardener,0,bad gardener,30,positive_optimal_nonpivotal,skilled gardener,50,average gardener,50,bad gardener,0,negative_optimal_pivotal,skilled gardener,0,average gardener,0,bad gardener,100","5,2,2,27,9.30165",if they flower did grow and what percentage was given for the fertilizer. the higher the percentage the less blame if it grew and if it didnt grow the higher the percentage the more blame
gardener_skill,175,3/26/14,"5,positive_optimal_pivotal,0,positive_optimal_nonpivotal,0,positive_suboptimal_nonpivotal,0,positive_suboptimal_pivotal,100,negative_suboptimal_pivotal,100,negative_suboptimal_nonpivotal,0,negative_optimal_nonpivotal,0,negative_optimal_pivotal,21,positive_suboptimal_nonpivotal,bad gardener,65,skilled gardener,35,average gardener,0,negative_optimal_nonpivotal,bad gardener,10,skilled gardener,40,average gardener,50,negative_suboptimal_pivotal,bad gardener,70,skilled gardener,25,average gardener,5,positive_suboptimal_pivotal,bad gardener,10,skilled gardener,90,average gardener,0,negative_optimal_pivotal,bad gardener,20,skilled gardener,20,average gardener,60,negative_suboptimal_nonpivotal,bad gardener,50,skilled gardener,45,average gardener,5,positive_optimal_pivotal,bad gardener,5,skilled gardener,50,average gardener,45,positive_optimal_nonpivotal,bad gardener,10,skilled gardener,40,average gardener,50","5,0,1,35,9.394066666666667","If the flower was not going to grow either way, I didn't think there was much blame at all.  If they chose the least likely fertilizer and it ended up with a positive outcome, then they must have known what they were doing so I gave them a lot of credit.  "
